age,education,relationship,sex,race,income
43,Bachelors,Husband,Male,White,>50K
20,HS-grad,Other-relative,Male,White,<=50K
61,Some-college,Husband,Male,White,>50K
18,11th,Own-child,Male,White,<=50K
42,Some-college,Not-in-family,Male,White,>50K
46,7th-8th,Husband,Male,Asian-Pac-Islander,<=50K
55,Assoc-acdm,Husband,Male,White,>50K
48,Bachelors,Husband,Male,White,>50K
52,Some-college,Husband,Male,White,>50K
45,Doctorate,Unmarried,Male,White,>50K
34,HS-grad,Husband,Male,White,>50K
30,Bachelors,Not-in-family,Male,Black,>50K
28,HS-grad,Not-in-family,Male,White,<=50K
35,Assoc-voc,Own-child,Female,White,>50K
25,Bachelors,Husband,Male,White,>50K
43,HS-grad,Husband,Male,White,<=50K
41,HS-grad,Husband,Male,White,>50K
35,HS-grad,Husband,Male,White,>50K
35,Some-college,Husband,Male,White,>50K
31,Assoc-acdm,Unmarried,Female,Black,<=50K
36,Masters,Husband,Male,White,>50K
48,HS-grad,Not-in-family,Male,White,>50K
38,Some-college,Husband,Male,White,<=50K
31,Bachelors,Not-in-family,Male,Asian-Pac-Islander,>50K
30,Bachelors,Not-in-family,Female,White,>50K
31,9th,Husband,Male,White,<=50K
27,Bachelors,Not-in-family,Female,White,<=50K
39,Some-college,Husband,Male,White,>50K
40,Masters,Husband,Male,White,>50K
45,Bachelors,Not-in-family,Male,White,>50K
30,Bachelors,Not-in-family,Female,White,<=50K
37,HS-grad,Husband,Male,White,<=50K
39,Masters,Husband,Male,White,>50K
26,Some-college,Husband,Male,White,<=50K
21,Some-college,Own-child,Female,White,<=50K
36,Some-college,Husband,Male,White,<=50K
31,Assoc-acdm,Husband,Male,White,<=50K
63,9th,Husband,Male,Black,<=50K
34,HS-grad,Husband,Male,White,>50K
35,HS-grad,Husband,Male,White,<=50K
71,HS-grad,Husband,Male,White,<=50K
45,Bachelors,Not-in-family,Male,White,>50K
35,Some-college,Husband,Male,White,<=50K
44,Prof-school,Husband,Male,White,>50K
50,HS-grad,Not-in-family,Male,Black,<=50K
30,Some-college,Not-in-family,Male,White,>50K
64,10th,Husband,Male,White,>50K
20,Some-college,Own-child,Female,Asian-Pac-Islander,<=50K
32,HS-grad,Husband,Male,White,>50K
17,12th,Own-child,Male,White,<=50K
27,Bachelors,Not-in-family,Male,Asian-Pac-Islander,>50K
39,HS-grad,Husband,Male,White,>50K
39,Some-college,Own-child,Male,Black,<=50K
34,HS-grad,Not-in-family,Male,White,>50K
29,Masters,Own-child,Male,Black,<=50K
47,Bachelors,Not-in-family,Female,Black,<=50K
34,Bachelors,Husband,Male,White,>50K
17,12th,Own-child,Male,White,<=50K
46,HS-grad,Not-in-family,Male,White,<=50K
62,Doctorate,Husband,Male,Amer-Indian-Eskimo,>50K
65,HS-grad,Husband,Male,White,<=50K
30,Assoc-acdm,Wife,Female,White,>50K
69,HS-grad,Not-in-family,Male,White,>50K
34,Assoc-voc,Unmarried,Female,White,<=50K
45,Bachelors,Husband,Male,Asian-Pac-Islander,<=50K
58,10th,Not-in-family,Male,White,<=50K
40,Assoc-voc,Unmarried,Female,White,<=50K
53,Masters,Unmarried,Female,White,<=50K
38,10th,Not-in-family,Male,Black,<=50K
31,HS-grad,Husband,Male,White,>50K
49,HS-grad,Husband,Male,White,>50K
56,Bachelors,Husband,Male,White,>50K
41,Assoc-acdm,Not-in-family,Female,Black,<=50K
49,Some-college,Husband,Male,White,>50K
34,Bachelors,Not-in-family,Male,White,>50K
31,Some-college,Husband,Male,White,<=50K
57,HS-grad,Husband,Male,Black,>50K
56,Bachelors,Not-in-family,Male,White,>50K
27,Assoc-acdm,Not-in-family,Female,White,<=50K
57,HS-grad,Husband,Male,White,>50K
27,Some-college,Husband,Male,White,<=50K
17,11th,Own-child,Female,Black,<=50K
32,Doctorate,Husband,Male,White,>50K
44,Masters,Unmarried,Female,White,<=50K
48,Doctorate,Wife,Female,White,>50K
45,Some-college,Husband,Male,White,>50K
44,Masters,Husband,Male,White,>50K
60,5th-6th,Husband,Male,White,<=50K
46,Assoc-acdm,Husband,Male,White,>50K
50,HS-grad,Own-child,Male,White,<=50K
65,HS-grad,Unmarried,Female,White,<=50K
55,Some-college,Not-in-family,Male,White,<=50K
52,Bachelors,Husband,Male,White,>50K
31,Bachelors,Husband,Male,White,>50K
74,Bachelors,Husband,Male,White,>50K
20,HS-grad,Own-child,Male,Black,<=50K
19,HS-grad,Own-child,Female,White,<=50K
54,11th,Not-in-family,Male,White,>50K
33,Bachelors,Not-in-family,Female,White,<=50K
19,Some-college,Other-relative,Male,White,<=50K
37,Bachelors,Not-in-family,Male,Black,>50K
39,HS-grad,Husband,Male,White,>50K
50,Some-college,Husband,Male,White,>50K
41,Bachelors,Husband,Male,White,>50K
37,Masters,Husband,Male,White,>50K
40,Prof-school,Husband,Male,White,>50K
45,Some-college,Husband,Male,White,>50K
41,Some-college,Wife,Female,White,>50K
32,Assoc-acdm,Husband,Male,White,>50K
35,Bachelors,Husband,Male,White,>50K
52,Masters,Husband,Male,White,>50K
34,Bachelors,Husband,Male,White,>50K
46,Bachelors,Not-in-family,Male,White,<=50K
48,Bachelors,Not-in-family,Male,White,>50K
50,Prof-school,Husband,Male,White,>50K
25,Some-college,Husband,Male,White,<=50K
34,HS-grad,Husband,Male,White,>50K
44,HS-grad,Not-in-family,Male,White,<=50K
21,HS-grad,Own-child,Male,White,<=50K
36,Some-college,Husband,Male,White,>50K
51,Doctorate,Husband,Male,White,>50K
48,HS-grad,Husband,Male,White,<=50K
64,7th-8th,Husband,Male,White,>50K
42,Bachelors,Husband,Male,White,>50K
38,HS-grad,Husband,Male,White,<=50K
34,Masters,Husband,Male,White,>50K
35,Assoc-acdm,Unmarried,Male,White,<=50K
38,Masters,Unmarried,Female,White,<=50K
46,Some-college,Husband,Male,White,<=50K
38,Bachelors,Wife,Female,Black,>50K
25,Some-college,Not-in-family,Male,White,>50K
29,Bachelors,Husband,Male,White,>50K
79,Bachelors,Husband,Male,White,>50K
28,HS-grad,Not-in-family,Male,Amer-Indian-Eskimo,<=50K
36,HS-grad,Not-in-family,Female,Black,<=50K
54,Masters,Husband,Male,White,>50K
34,Prof-school,Husband,Male,White,>50K
51,Some-college,Husband,Male,White,>50K
44,Prof-school,Not-in-family,Male,White,>50K
47,10th,Husband,Male,White,>50K
20,Some-college,Own-child,Male,Black,<=50K
49,Masters,Husband,Male,Black,>50K
69,10th,Not-in-family,Female,White,<=50K
48,Bachelors,Husband,Male,White,>50K
62,7th-8th,Husband,Male,White,<=50K
41,Doctorate,Husband,Male,White,>50K
32,Some-college,Husband,Male,White,<=50K
53,HS-grad,Husband,Male,White,>50K
40,Some-college,Own-child,Female,White,<=50K
19,HS-grad,Other-relative,Female,White,<=50K
27,Some-college,Unmarried,Female,White,<=50K
41,Some-college,Not-in-family,Female,White,<=50K
53,Some-college,Husband,Male,White,>50K
49,Doctorate,Not-in-family,Female,White,>50K
31,HS-grad,Not-in-family,Male,White,<=50K
31,HS-grad,Not-in-family,Female,White,<=50K
35,Some-college,Husband,Male,White,<=50K
51,7th-8th,Not-in-family,Female,Amer-Indian-Eskimo,<=50K
48,HS-grad,Own-child,Male,White,<=50K
46,Bachelors,Husband,Male,White,>50K
37,Bachelors,Husband,Male,White,>50K
40,Some-college,Wife,Female,White,>50K
31,Bachelors,Wife,Female,White,>50K
50,Bachelors,Not-in-family,Female,White,>50K
33,Some-college,Husband,Male,Black,>50K
29,HS-grad,Husband,Male,White,>50K
44,Masters,Not-in-family,Female,White,<=50K
18,11th,Own-child,Female,White,<=50K
25,Some-college,Own-child,Male,White,<=50K
31,Bachelors,Husband,Male,Black,>50K
39,Prof-school,Husband,Male,White,>50K
40,HS-grad,Not-in-family,Male,White,<=50K
43,10th,Husband,Male,White,<=50K
71,Bachelors,Own-child,Female,White,<=50K
31,Preschool,Other-relative,Female,White,<=50K
42,HS-grad,Wife,Female,White,<=50K
35,HS-grad,Husband,Male,White,<=50K
77,HS-grad,Husband,Male,White,<=50K
33,Assoc-acdm,Not-in-family,Female,White,<=50K
34,HS-grad,Husband,Male,White,<=50K
29,Bachelors,Own-child,Male,White,<=50K
18,11th,Own-child,Female,White,<=50K
63,Prof-school,Husband,Male,White,>50K
29,Some-college,Husband,Male,Black,>50K
34,Assoc-voc,Not-in-family,Female,White,<=50K
22,Some-college,Not-in-family,Female,White,<=50K
31,Bachelors,Husband,Male,White,<=50K
36,Bachelors,Husband,Male,White,>50K
41,Some-college,Husband,Male,White,<=50K
42,Bachelors,Wife,Female,Asian-Pac-Islander,>50K
44,Masters,Husband,Male,White,<=50K
38,Assoc-acdm,Not-in-family,Female,Black,>50K
52,Bachelors,Husband,Male,White,>50K
45,Some-college,Husband,Male,White,>50K
49,Assoc-voc,Husband,Male,Asian-Pac-Islander,>50K
42,HS-grad,Unmarried,Male,White,<=50K
34,HS-grad,Not-in-family,Male,Amer-Indian-Eskimo,>50K
55,Some-college,Husband,Male,White,>50K
45,Some-college,Unmarried,Female,White,<=50K
45,Some-college,Own-child,Female,White,<=50K
36,Assoc-acdm,Husband,Male,White,>50K
34,Assoc-acdm,Not-in-family,Male,Black,<=50K
41,HS-grad,Wife,Female,White,<=50K
40,Some-college,Husband,Male,White,<=50K
30,Some-college,Husband,Male,White,>50K
31,HS-grad,Wife,Female,White,>50K
32,Masters,Not-in-family,Male,White,<=50K
32,HS-grad,Husband,Male,White,>50K
49,HS-grad,Wife,Female,White,>50K
26,Bachelors,Not-in-family,Male,White,>50K
49,Some-college,Husband,Male,White,>50K
57,Assoc-voc,Not-in-family,Male,White,>50K
41,Some-college,Husband,Male,Black,>50K
51,HS-grad,Other-relative,Female,White,<=50K
26,HS-grad,Husband,Male,White,<=50K
35,Bachelors,Not-in-family,Female,White,<=50K
24,HS-grad,Husband,Male,White,<=50K
34,Some-college,Husband,Male,Black,>50K
30,Bachelors,Husband,Male,White,>50K
23,HS-grad,Other-relative,Female,Asian-Pac-Islander,<=50K
62,Bachelors,Not-in-family,Male,White,>50K
43,Bachelors,Husband,Male,White,>50K
32,Some-college,Other-relative,Male,White,<=50K
32,HS-grad,Husband,Male,White,>50K
61,Bachelors,Husband,Male,White,>50K
51,Bachelors,Husband,Male,White,>50K
37,Assoc-voc,Husband,Male,White,>50K
41,5th-6th,Husband,Male,White,<=50K
53,Some-college,Husband,Male,White,<=50K
36,Some-college,Husband,Male,White,<=50K
29,Assoc-acdm,Not-in-family,Female,White,>50K
50,HS-grad,Husband,Male,White,<=50K
46,1st-4th,Not-in-family,Female,Amer-Indian-Eskimo,<=50K
39,HS-grad,Husband,Male,White,>50K
60,Some-college,Not-in-family,Male,White,>50K
51,Some-college,Husband,Male,White,>50K
37,1st-4th,Husband,Male,Asian-Pac-Islander,<=50K
47,Assoc-voc,Husband,Male,White,<=50K
28,Assoc-acdm,Not-in-family,Male,Other,<=50K
35,Bachelors,Husband,Male,White,>50K
50,Masters,Husband,Male,White,>50K
44,HS-grad,Unmarried,Female,Black,<=50K
32,HS-grad,Not-in-family,Male,White,<=50K
60,Doctorate,Not-in-family,Female,White,>50K
40,Masters,Husband,Male,White,>50K
34,Some-college,Husband,Male,White,>50K
19,Some-college,Own-child,Female,White,<=50K
50,Some-college,Husband,Male,White,>50K
45,11th,Not-in-family,Female,Black,<=50K
24,Assoc-acdm,Own-child,Female,White,<=50K
45,HS-grad,Husband,Male,White,<=50K
32,Some-college,Unmarried,Female,White,<=50K
24,HS-grad,Own-child,Female,White,<=50K
19,Some-college,Own-child,Female,White,<=50K
24,Some-college,Not-in-family,Male,Black,<=50K
27,11th,Husband,Male,White,<=50K
37,HS-grad,Husband,Male,White,<=50K
70,HS-grad,Husband,Male,White,<=50K
48,HS-grad,Husband,Male,Black,>50K
17,11th,Own-child,Male,White,<=50K
35,HS-grad,Husband,Male,White,<=50K
35,HS-grad,Own-child,Male,White,<=50K
43,Masters,Not-in-family,Female,White,<=50K
49,Some-college,Husband,Male,White,>50K
43,HS-grad,Husband,Male,White,<=50K
38,Some-college,Not-in-family,Male,White,>50K
24,Some-college,Not-in-family,Male,White,<=50K
51,Some-college,Not-in-family,Female,White,<=50K
69,9th,Husband,Male,White,<=50K
37,Some-college,Husband,Male,Black,>50K
21,Some-college,Own-child,Female,Black,<=50K
52,Assoc-acdm,Husband,Male,White,>50K
46,HS-grad,Husband,Male,White,>50K
45,Bachelors,Not-in-family,Female,Black,>50K
61,5th-6th,Not-in-family,Male,Black,<=50K
23,HS-grad,Not-in-family,Male,White,<=50K
19,12th,Own-child,Female,White,<=50K
72,5th-6th,Not-in-family,Female,White,<=50K
42,HS-grad,Husband,Male,Black,>50K
54,Some-college,Unmarried,Female,White,<=50K
55,Some-college,Husband,Male,White,>50K
55,Some-college,Not-in-family,Female,Black,<=50K
36,HS-grad,Husband,Male,Black,>50K
42,Prof-school,Husband,Male,White,>50K
30,Assoc-voc,Own-child,Male,White,<=50K
25,Some-college,Husband,Male,White,<=50K
33,HS-grad,Unmarried,Male,White,<=50K
17,11th,Own-child,Female,White,<=50K
29,Bachelors,Wife,Female,White,>50K
57,HS-grad,Husband,Male,White,<=50K
26,Assoc-voc,Wife,Female,White,>50K
60,Some-college,Husband,Male,White,>50K
26,HS-grad,Husband,Male,White,>50K
34,Prof-school,Husband,Male,White,>50K
38,Bachelors,Husband,Male,White,>50K
21,10th,Unmarried,Female,Black,<=50K
51,11th,Husband,Male,White,<=50K
34,Assoc-voc,Not-in-family,Male,White,<=50K
60,Some-college,Husband,Male,White,>50K
39,HS-grad,Husband,Male,White,>50K
35,Some-college,Unmarried,Female,White,<=50K
17,9th,Own-child,Male,White,<=50K
29,Masters,Wife,Female,White,>50K
53,HS-grad,Not-in-family,Male,Black,<=50K
43,HS-grad,Husband,Male,White,<=50K
20,Some-college,Own-child,Female,White,<=50K
27,HS-grad,Wife,Female,Black,>50K
26,Some-college,Not-in-family,Female,White,<=50K
24,HS-grad,Not-in-family,Female,White,<=50K
67,HS-grad,Not-in-family,Female,White,>50K
36,Masters,Husband,Male,White,>50K
46,Prof-school,Husband,Male,White,>50K
47,Prof-school,Husband,Male,White,>50K
46,HS-grad,Not-in-family,Female,White,<=50K
18,HS-grad,Own-child,Female,White,<=50K
41,Some-college,Husband,Male,White,>50K
35,Some-college,Unmarried,Female,White,<=50K
39,Some-college,Husband,Male,White,>50K
22,Some-college,Own-child,Female,White,<=50K
63,Doctorate,Husband,Male,White,>50K
64,7th-8th,Husband,Male,White,<=50K
34,HS-grad,Unmarried,Female,White,<=50K
38,Masters,Husband,Male,White,>50K
37,Some-college,Unmarried,Female,White,<=50K
29,HS-grad,Husband,Male,White,<=50K
65,Prof-school,Not-in-family,Male,White,>50K
73,Masters,Husband,Male,White,>50K
18,HS-grad,Own-child,Female,White,<=50K
40,Bachelors,Husband,Male,White,<=50K
39,Bachelors,Husband,Male,White,>50K
44,Assoc-voc,Not-in-family,Male,White,>50K
51,Masters,Unmarried,Male,White,>50K
41,Bachelors,Husband,Male,White,<=50K
28,Assoc-voc,Husband,Male,White,>50K
50,Some-college,Husband,Male,White,>50K
50,Some-college,Husband,Male,White,<=50K
30,HS-grad,Husband,Male,White,>50K
43,Some-college,Husband,Male,White,>50K
37,11th,Husband,Male,White,>50K
50,12th,Husband,Male,Asian-Pac-Islander,>50K
43,HS-grad,Husband,Male,White,<=50K
59,1st-4th,Husband,Male,White,<=50K
33,Some-college,Husband,Male,White,<=50K
19,Some-college,Own-child,Female,White,<=50K
38,Bachelors,Unmarried,Female,Black,>50K
61,Assoc-acdm,Husband,Male,White,>50K
31,Some-college,Unmarried,Female,Black,<=50K
39,Masters,Not-in-family,Male,White,>50K
60,Assoc-acdm,Husband,Male,White,>50K
59,Some-college,Husband,Male,White,>50K
45,Some-college,Husband,Male,White,>50K
44,HS-grad,Husband,Male,White,>50K
35,Masters,Husband,Male,Asian-Pac-Islander,>50K
52,Bachelors,Not-in-family,Male,White,<=50K
34,Some-college,Husband,Male,White,>50K
25,HS-grad,Unmarried,Male,White,<=50K
20,HS-grad,Own-child,Male,White,<=50K
52,Bachelors,Husband,Male,White,>50K
58,HS-grad,Husband,Male,White,>50K
62,HS-grad,Wife,Female,White,>50K
41,Masters,Husband,Male,White,>50K
51,Masters,Husband,Male,White,>50K
53,HS-grad,Husband,Male,White,>50K
27,Bachelors,Not-in-family,Male,White,<=50K
41,7th-8th,Husband,Male,Asian-Pac-Islander,<=50K
38,Masters,Husband,Male,Black,>50K
38,HS-grad,Not-in-family,Male,White,<=50K
73,Some-college,Husband,Male,White,>50K
46,HS-grad,Other-relative,Male,White,<=50K
24,Assoc-voc,Own-child,Female,White,<=50K
37,Bachelors,Not-in-family,Male,White,<=50K
46,Some-college,Husband,Male,White,>50K
53,Preschool,Husband,Male,White,<=50K
18,HS-grad,Own-child,Female,White,<=50K
28,Bachelors,Own-child,Male,White,<=50K
43,Bachelors,Not-in-family,Male,White,<=50K
44,Some-college,Not-in-family,Male,White,<=50K
36,Bachelors,Husband,Male,Black,<=50K
27,9th,Unmarried,Female,White,<=50K
52,Assoc-voc,Husband,Male,White,<=50K
40,HS-grad,Unmarried,Female,Black,<=50K
36,HS-grad,Husband,Male,Amer-Indian-Eskimo,<=50K
31,10th,Not-in-family,Male,White,<=50K
38,HS-grad,Husband,Male,White,<=50K
47,HS-grad,Husband,Male,White,>50K
38,Some-college,Husband,Male,White,>50K
59,HS-grad,Husband,Male,White,>50K
29,Some-college,Unmarried,Female,Black,<=50K
30,Bachelors,Husband,Male,White,>50K
60,HS-grad,Husband,Male,White,>50K
48,HS-grad,Husband,Male,White,<=50K
42,HS-grad,Husband,Male,White,>50K
21,Some-college,Own-child,Female,Other,<=50K
24,HS-grad,Wife,Female,White,>50K
62,HS-grad,Not-in-family,Female,White,<=50K
34,HS-grad,Not-in-family,Male,White,<=50K
29,HS-grad,Unmarried,Female,Black,<=50K
26,Some-college,Not-in-family,Male,White,<=50K
35,HS-grad,Husband,Male,White,>50K
28,HS-grad,Not-in-family,Female,White,<=50K
59,HS-grad,Husband,Male,White,>50K
23,Bachelors,Not-in-family,Female,White,<=50K
25,Some-college,Unmarried,Female,White,<=50K
28,Some-college,Own-child,Female,White,<=50K
36,Bachelors,Husband,Male,White,>50K
48,HS-grad,Husband,Male,White,<=50K
53,Bachelors,Husband,Male,White,>50K
39,Bachelors,Husband,Male,White,>50K
33,Masters,Husband,Male,White,>50K
82,5th-6th,Unmarried,Male,White,<=50K
39,9th,Husband,Male,White,<=50K
63,Bachelors,Husband,Male,White,>50K
61,11th,Husband,Male,White,<=50K
26,HS-grad,Unmarried,Female,White,<=50K
77,Doctorate,Husband,Male,White,>50K
50,Bachelors,Husband,Male,White,>50K
52,Bachelors,Husband,Male,White,>50K
37,HS-grad,Husband,Male,White,>50K
21,Some-college,Own-child,Male,White,<=50K
31,HS-grad,Husband,Male,White,<=50K
41,Assoc-acdm,Not-in-family,Male,White,<=50K
51,Some-college,Wife,Female,White,>50K
29,Prof-school,Husband,Male,White,>50K
47,HS-grad,Husband,Male,White,<=50K
38,HS-grad,Unmarried,Female,White,<=50K
68,11th,Not-in-family,Male,White,<=50K
56,Assoc-voc,Husband,Male,White,>50K
57,Some-college,Husband,Male,White,>50K
19,Some-college,Own-child,Female,White,<=50K
30,Bachelors,Not-in-family,Female,White,<=50K
46,HS-grad,Husband,Male,White,<=50K
55,Prof-school,Husband,Male,White,>50K
44,Masters,Husband,Male,White,>50K
45,Prof-school,Husband,Male,Asian-Pac-Islander,>50K
39,Bachelors,Husband,Male,White,>50K
45,Bachelors,Husband,Male,White,>50K
33,Some-college,Unmarried,Female,Black,<=50K
38,Masters,Not-in-family,Female,White,>50K
42,Some-college,Husband,Male,White,>50K
42,Masters,Wife,Female,White,>50K
32,Some-college,Not-in-family,Female,White,<=50K
55,9th,Husband,Male,White,<=50K
59,10th,Husband,Male,White,<=50K
24,Some-college,Not-in-family,Female,Asian-Pac-Islander,<=50K
60,5th-6th,Husband,Male,White,<=50K
56,HS-grad,Husband,Male,White,>50K
26,Bachelors,Other-relative,Male,White,<=50K
35,HS-grad,Husband,Male,White,<=50K
30,HS-grad,Husband,Male,White,>50K
45,Bachelors,Husband,Male,White,>50K
56,HS-grad,Husband,Male,White,>50K
50,Some-college,Husband,Male,White,<=50K
64,5th-6th,Not-in-family,Male,White,<=50K
40,Some-college,Husband,Male,White,<=50K
55,Some-college,Husband,Male,White,<=50K
59,Assoc-voc,Not-in-family,Male,White,>50K
27,HS-grad,Not-in-family,Male,White,<=50K
65,Some-college,Husband,Male,Asian-Pac-Islander,<=50K
54,HS-grad,Husband,Male,White,>50K
19,HS-grad,Own-child,Female,White,<=50K
26,Some-college,Own-child,Female,Black,<=50K
55,Bachelors,Husband,Male,White,>50K
32,Bachelors,Husband,Male,White,<=50K
41,Some-college,Husband,Male,White,>50K
30,Some-college,Unmarried,Female,Black,<=50K
24,Bachelors,Own-child,Female,Black,<=50K
36,HS-grad,Husband,Male,White,>50K
55,Masters,Husband,Male,White,>50K
45,Some-college,Husband,Male,White,>50K
18,11th,Not-in-family,Female,White,<=50K
37,Prof-school,Husband,Male,White,>50K
50,Some-college,Husband,Male,White,>50K
56,HS-grad,Not-in-family,Female,Black,<=50K
61,Masters,Not-in-family,Female,White,>50K
49,Some-college,Not-in-family,Female,White,<=50K
64,HS-grad,Husband,Male,White,>50K
33,10th,Unmarried,Female,White,<=50K
36,5th-6th,Husband,Male,White,<=50K
59,Bachelors,Husband,Male,White,<=50K
43,Bachelors,Husband,Male,White,>50K
42,Bachelors,Husband,Male,White,>50K
44,Some-college,Husband,Male,White,>50K
22,10th,Own-child,Male,Asian-Pac-Islander,<=50K
41,Bachelors,Husband,Male,White,>50K
25,HS-grad,Own-child,Female,White,<=50K
32,Bachelors,Husband,Male,White,<=50K
63,Masters,Not-in-family,Male,White,>50K
26,Some-college,Husband,Male,White,>50K
60,HS-grad,Husband,Male,White,<=50K
67,Some-college,Not-in-family,Female,Black,<=50K
29,Some-college,Unmarried,Female,White,<=50K
43,9th,Not-in-family,Male,Black,<=50K
50,Doctorate,Husband,Male,White,>50K
28,HS-grad,Husband,Male,White,>50K
42,HS-grad,Unmarried,Female,Black,<=50K
33,1st-4th,Not-in-family,Male,White,<=50K
47,9th,Husband,Male,Black,<=50K
38,Bachelors,Husband,Male,White,>50K
48,Some-college,Husband,Male,Amer-Indian-Eskimo,>50K
31,Bachelors,Husband,Male,White,>50K
52,HS-grad,Husband,Male,White,>50K
53,HS-grad,Husband,Male,White,>50K
37,Bachelors,Husband,Male,White,>50K
23,Bachelors,Not-in-family,Male,White,>50K
43,HS-grad,Not-in-family,Female,White,<=50K
35,Some-college,Husband,Male,White,<=50K
68,HS-grad,Husband,Male,White,<=50K
50,12th,Unmarried,Male,White,<=50K
36,HS-grad,Husband,Male,White,>50K
61,9th,Not-in-family,Male,White,>50K
30,Assoc-voc,Other-relative,Female,White,>50K
